PRECIO,DELEGACION,T_HABITACION,MIN_NOCHES,N_COMENTARIOS,COMENTARIOSXMES,N_VECES_HOST_LISTADO,DISPONIBILIDAD,CLUSTER
2007,1,2,2,62,4.29,1,337,7
822,1,2,3,46,2.94,6,82,1
344,4,1,3,3,0.19,1,0,3
803,1,2,2,4,0.37,1,327,5
669,12,2,1,1,0.35,1,365,0
401,1,1,2,21,1.34,1,0,3
707,4,2,3,58,3.68,2,283,5
803,1,1,1,127,8.04,16,313,7
803,1,2,3,32,2.25,3,174,1
2198,1,2,2,11,0.73,2,142,1
191,4,1,2,7,0.49,2,364,3
1434,1,2,1,113,7.24,4,337,7
2543,1,2,2,3,0.2,1,327,5
1090,1,2,2,54,3.72,1,357,5
497,1,1,3,10,1.35,1,364,3
1491,1,2,1,36,2.33,1,136,1
1376,1,2,2,14,0.91,44,0,2
401,1,1,1,2,0.13,1,0,3
1797,1,2,1,100,6.38,16,304,7
994,3,2,3,17,1.17,1,326,5
1357,11,2,1,15,0.98,1,175,0
249,3,1,1,65,4.13,9,361,7
4397,2,2,2,19,1.33,1,33,1
707,1,2,1,79,5.06,1,169,7
1376,1,2,2,2,1.09,1,63,1
1071,1,2,2,14,0.91,1,166,1
841,1,2,2,33,2.18,3,80,1
306,10,1,1,2,0.13,1,180,0
3498,1,2,30,1,0.08,1,364,5
497,2,2,2,5,0.32,1,154,1
554,1,2,3,27,2.38,1,303,5
401,1,1,1,47,3.2,1,173,3
344,1,2,1,14,0.96,2,84,1
1357,5,2,1,27,1.81,1,356,5
478,1,1,2,41,2.73,2,0,3
191,2,1,2,1,0.06,3,0,3
268,1,1,1,42,2.68,12,356,3
497,13,1,1,31,2.13,3,0,0
669,3,1,1,46,3.0,14,338,3
401,1,1,1,178,11.34,10,363,7
746,2,2,2,24,1.57,2,179,1
1147,4,2,4,25,2.01,2,327,5
401,1,1,2,17,1.51,1,90,3
191,1,1,1,1,0.29,1,327,3
6691,2,2,1,14,1.13,3,328,5
2198,3,2,2,78,5.01,2,212,7
1204,1,2,1,43,2.81,3,0,1
3537,4,2,1,10,0.69,2,329,5
593,13,1,1,9,0.59,1,344,0
956,1,2,1,53,4.02,2,340,5
249,4,1,2,6,0.54,1,234,3
325,4,1,1,22,1.82,2,356,3
554,1,1,2,5,0.32,3,0,3
401,4,1,1,5,0.33,1,90,3
325,8,1,1,134,12.93,2,332,7
229,1,1,1,32,2.48,4,194,3
401,1,1,1,5,0.32,3,318,3
650,8,2,2,20,1.3,1,143,0
268,4,1,1,5,0.33,1,84,3
898,1,2,2,14,1.0,2,15,1
459,1,1,2,61,3.94,1,354,7
1090,1,2,1,107,6.86,29,329,2
956,1,2,2,40,3.63,3,154,1
249,9,1,1,106,6.84,3,269,7
287,4,1,2,3,0.19,1,179,3
631,4,2,4,31,2.76,3,27,1
1912,3,2,2,34,2.79,2,76,1
803,3,2,1,2,0.13,1,0,1
344,1,1,1,1,0.24,2,0,3
306,1,1,1,1,0.07,2,0,3
287,2,1,2,1,0.07,2,365,3
459,6,2,1,59,3.82,1,361,5
1491,1,2,1,104,7.0,29,330,2
726,1,2,1,88,5.64,1,105,7
459,1,1,1,1,0.09,1,0,3
1491,1,2,1,95,6.12,29,348,2
1243,1,2,21,3,0.27,1,0,1
994,1,2,1,141,9.04,29,299,7
650,3,1,1,82,5.31,3,179,7
344,1,1,7,7,0.47,2,211,3
593,1,1,1,4,0.38,8,350,3
344,2,1,2,20,1.32,1,0,3
688,1,2,1,11,0.71,8,350,5
669,1,2,2,34,2.25,4,174,1
306,6,1,7,1,0.33,2,364,3
746,1,2,2,18,1.28,2,349,5
2466,1,2,2,2,0.28,44,0,2
1204,3,2,2,47,3.13,1,79,1
669,11,2,7,2,0.2,1,0,0
1548,1,1,1,1,0.19,1,362,3
1090,3,2,3,15,0.99,2,190,1
3116,3,1,1,1,0.09,1,179,3
822,1,2,2,58,3.75,3,342,5
191,2,1,1,1,0.07,5,365,3
459,1,1,2,26,1.69,5,360,3
2982,1,2,3,3,0.41,1,365,5
4034,1,2,1,2,0.26,2,180,1
784,1,2,1,75,4.97,4,149,7
1988,1,2,1,20,1.35,14,303,5
841,3,2,2,70,4.66,1,242,7
994,8,2,2,33,2.19,1,0,1
210,2,1,1,16,1.04,3,357,3
210,9,1,1,77,4.98,3,364,7
478,2,1,2,50,3.25,2,0,3
956,1,2,3,10,0.8,1,2,1
918,1,2,3,3,0.23,3,0,1
1300,3,1,1,80,5.42,10,176,7
5372,1,2,2,21,2.46,1,361,5
1243,1,2,1,79,5.11,4,89,7
688,3,1,1,30,1.95,1,364,3
593,1,2,1,26,5.45,1,290,7
841,1,2,1,56,3.68,1,174,7
344,11,1,1,1,0.07,1,174,0
229,3,1,2,20,1.43,1,325,3
344,2,1,1,6,0.44,1,288,3
440,4,2,1,63,4.21,1,178,7
593,9,1,1,1,0.13,2,365,0
1396,3,2,3,28,1.83,6,6,1
2868,1,2,2,54,3.56,1,332,5
956,2,1,1,16,1.15,6,323,3
898,4,2,2,40,2.81,1,162,1
363,9,1,1,17,1.13,2,180,0
1147,2,1,1,21,1.51,6,309,3
956,2,1,1,19,1.27,6,323,3
287,1,1,1,43,2.78,8,343,3
669,2,1,1,17,1.14,6,329,3
497,6,1,2,5,0.36,1,365,3
765,2,1,1,8,0.53,6,329,3
1300,3,2,2,51,3.4,4,106,1
440,14,2,1,54,3.57,1,148,0
612,1,2,1,4,0.36,4,353,5
746,4,2,3,5,0.39,1,0,1
440,2,2,5,15,1.0,3,0,1
229,9,1,1,16,1.06,2,172,0
650,6,2,2,25,1.72,1,330,5
2868,3,2,3,28,1.86,5,336,5
440,2,1,28,10,0.66,3,343,3
1587,1,2,3,31,2.09,6,154,1
803,1,2,3,22,1.46,2,143,1
1300,1,2,1,12,0.79,9,195,1
1300,1,2,1,9,0.61,9,191,1
421,4,2,2,40,2.6,1,23,1
325,3,1,3,5,1.11,1,365,3
1243,11,2,4,1,0.07,1,0,0
382,5,2,2,4,0.27,1,0,1
1300,1,2,2,20,1.32,2,304,5
363,5,1,1,13,0.87,1,0,3
956,1,2,1,57,3.77,2,331,5
650,1,2,4,2,0.26,1,215,1
1147,2,2,2,48,3.3,1,255,5
344,1,1,1,40,2.6,2,337,3
1434,3,2,3,63,4.23,1,289,7
401,4,1,1,28,1.84,2,365,3
1625,3,2,2,15,1.88,1,164,1
1606,1,2,3,26,1.99,4,330,5
497,12,1,3,1,0.08,1,179,0
1204,11,2,1,2,0.15,2,364,0
1300,3,2,2,17,1.17,6,322,5
956,3,2,2,26,1.83,1,1,1
1912,11,1,1,18,1.5,1,158,0
440,16,1,3,1,0.08,1,88,0
440,4,1,2,27,1.8,4,359,3
2046,3,2,1,31,2.06,12,159,1
688,4,2,2,43,2.82,3,163,1
6691,3,2,1,4,0.27,29,0,2
1319,3,2,3,32,2.13,3,154,1
325,4,1,1,8,0.53,1,0,3
707,1,2,2,73,5.06,1,67,7
1204,1,2,1,146,9.73,16,241,7
784,13,2,3,19,1.38,1,144,0
1204,2,2,2,73,4.87,2,139,7
306,4,1,1,12,1.1,1,340,3
191,9,3,3,4,0.36,1,365,5
191,6,1,1,13,1.01,2,362,3
459,8,1,1,4,0.29,11,365,0
152936,3,2,7,12,0.8,1,174,6
688,1,2,7,2,0.22,5,358,5
841,1,2,1,53,3.57,4,166,1
3613,1,2,1,4,0.31,2,0,1
2504,1,2,1,5,0.38,29,357,2
554,6,1,1,6,0.41,1,167,3
765,1,2,2,32,2.44,1,256,5
1988,1,1,1,8,0.53,14,365,3
707,11,1,7,2,0.19,5,230,0
497,1,1,1,10,0.68,18,0,3
459,1,1,2,11,1.24,1,160,3
249,1,1,1,22,1.46,12,361,3
382,3,1,3,27,5.26,1,124,3
287,9,1,1,48,3.26,1,358,0
669,1,2,2,51,3.36,5,81,1
497,2,1,1,45,2.97,1,89,3
401,4,1,1,13,0.88,2,328,3
841,1,2,1,2,2.0,2,328,5
2944,2,1,1,1,0.26,3,328,3
249,4,1,45,1,0.07,1,44,3
879,1,2,2,2,0.14,1,0,1
956,1,2,2,22,1.55,1,150,1
249,3,1,1,7,0.47,1,313,3
3613,1,2,1,5,0.33,2,365,5
344,4,1,1,2,0.15,2,365,3
325,4,1,1,1,0.13,2,365,3
707,1,2,2,14,0.96,3,35,1
2734,3,2,3,2,0.14,5,235,5
401,4,1,1,1,0.08,2,177,3
1204,1,2,2,13,1.64,4,1,1
2390,1,2,2,60,4.16,4,168,7
593,2,2,7,2,0.15,1,0,1
2504,1,2,1,65,4.34,1,318,7
593,3,1,1,134,8.93,3,292,7
2676,1,2,2,70,4.87,4,127,7
841,2,2,1,40,2.67,1,0,1
497,4,1,4,1,0.09,1,365,3
1988,1,2,1,4,0.3,14,365,5
1988,1,2,1,6,0.4,14,365,5
1988,1,2,1,13,0.86,14,365,5
1988,1,2,1,6,0.4,14,365,5
1988,1,2,1,5,0.39,14,365,5
612,1,2,2,18,1.63,1,0,1
1988,1,2,1,9,0.59,14,365,5
382,4,1,1,36,5.12,1,353,7
918,1,2,1,24,1.6,1,258,5
593,1,2,2,71,4.69,2,350,7
306,1,1,4,22,1.51,3,174,3
898,3,2,2,42,3.07,8,129,1
1491,1,2,1,63,4.24,7,167,7
1797,11,2,14,3,0.2,1,180,0
1166,1,2,2,35,2.68,2,227,5
497,4,1,2,1,0.88,2,364,3
1644,4,2,2,32,2.13,1,139,1
497,4,2,2,14,0.96,24,296,2
1587,3,2,2,7,0.96,7,63,1
631,2,2,1,70,4.64,6,330,7
497,1,1,1,19,2.98,1,49,3
1396,1,2,2,35,2.88,1,101,1
1510,1,2,3,3,0.2,2,147,1
707,4,1,1,21,1.39,1,364,3
249,4,1,1,4,0.27,1,180,3
1338,4,2,2,31,2.05,2,166,1
191,4,1,3,4,0.3,1,170,3
1988,1,1,1,5,0.33,14,365,3
268,3,1,2,10,0.68,1,117,3
516,1,2,1,137,9.05,4,323,7
574,2,1,2,1,0.16,1,75,3
574,14,2,1,26,2.21,1,327,0
459,9,1,1,223,14.83,2,77,7
1472,1,2,2,58,3.86,1,308,5
363,2,1,4,25,1.65,2,7,3
1491,1,1,1,4,0.3,1,0,3
497,3,1,2,48,3.24,1,174,3
306,14,1,1,1,0.25,1,351,0
306,1,1,1,15,1.24,5,0,3
3556,1,2,2,21,1.52,1,172,1
478,1,2,2,29,2.0,2,76,1
1606,8,2,1,83,5.55,10,307,7
382,2,1,1,5,0.46,2,87,3
994,4,2,1,10,0.72,3,179,1
287,1,1,2,6,0.43,2,0,3
210,1,1,2,20,1.34,1,174,3
306,4,1,1,5,0.36,1,88,3
344,4,1,1,16,1.06,2,365,3
478,1,1,3,2,0.15,3,175,3
1357,4,2,2,37,2.67,1,171,1
803,2,1,1,1,0.07,2,363,3
191,6,1,2,9,0.64,3,177,3
1491,4,2,3,24,1.7,4,346,5
898,1,2,2,45,3.02,1,333,5
191,9,1,1,14,0.96,1,79,0
268,7,1,1,1,0.15,1,179,3
497,15,2,1,12,1.16,1,64,0
784,1,2,2,42,2.94,6,161,1
994,1,1,1,9,0.6,2,365,3
344,4,1,1,46,3.06,1,365,3
1625,3,2,2,36,2.55,3,360,5
554,3,1,2,5,0.33,1,358,3
554,4,2,2,6,0.47,3,0,1
344,1,1,2,18,1.22,1,364,3
937,3,2,3,3,0.21,2,13,1
268,2,1,1,10,0.73,1,365,3
554,1,2,2,74,5.27,2,325,7
994,1,2,2,19,1.37,2,79,1
401,1,1,30,1,0.1,11,365,3
363,1,1,2,3,0.2,1,0,3
593,3,1,1,129,8.88,1,143,7
1893,1,2,2,37,2.55,1,303,5
1281,4,2,70,4,0.29,1,268,5
478,1,1,1,36,2.44,9,365,3
363,4,1,2,1,0.07,1,88,3
459,4,1,2,37,2.48,3,296,3
344,8,1,1,9,0.64,1,0,0
3823,3,2,1,7,0.47,44,314,2
994,3,2,3,7,0.47,7,148,1
707,11,2,1,2,1.87,2,345,0
249,6,2,1,11,0.8,1,174,1
2007,3,2,1,62,4.45,3,129,7
249,8,1,1,12,1.55,1,180,0
765,1,2,1,105,7.19,1,291,7
860,1,2,1,5,0.35,44,0,2
497,4,1,30,1,0.41,2,236,3
1453,3,2,3,16,1.11,2,348,5
268,7,1,1,9,1.3,2,171,3
746,1,2,2,40,2.87,2,147,1
268,7,1,1,16,1.15,2,172,3
306,11,1,2,31,2.09,3,345,0
401,4,1,1,1,0.63,1,364,3
249,2,1,3,4,0.31,3,206,3
1357,13,2,2,11,0.78,2,354,0
765,1,2,3,1,0.17,1,318,5
1434,1,2,1,22,2.2,3,359,5
956,2,2,2,4,0.32,1,296,5
497,1,2,3,1,0.07,2,291,5
650,6,2,6,8,0.57,1,311,5
1166,1,2,1,9,0.64,1,177,1
344,11,1,2,3,0.23,1,90,0
803,12,2,2,21,1.49,1,219,0
1300,11,2,2,26,1.88,1,243,0
898,4,2,2,39,2.92,1,324,5
382,4,1,1,3,0.21,1,364,3
554,4,2,1,20,1.38,2,0,1
229,9,1,1,1,0.08,1,365,0
879,1,2,3,10,0.8,1,178,1
1338,1,2,2,83,5.96,3,61,7
11853,1,2,1,17,1.34,14,241,5
994,1,2,3,10,0.99,1,351,5
1338,1,2,2,66,5.71,7,77,7
478,1,1,1,12,0.81,2,334,3
2868,1,2,1,59,4.43,3,289,7
688,14,2,1,30,6.98,1,139,0
344,1,1,2,16,1.08,1,365,3
650,4,2,2,19,1.48,1,0,1
2294,1,2,2,15,1.12,3,270,5
459,4,1,2,21,1.43,3,296,3
1109,1,2,1,117,8.07,3,22,7
554,14,2,2,7,0.62,1,75,0
2676,3,2,1,2,0.16,1,88,1
746,3,2,3,27,1.86,1,222,5
344,4,1,3,1,0.08,1,358,3
535,3,1,3,17,1.19,1,168,3
21793,3,2,3,16,1.57,3,58,1
554,1,2,2,65,4.6,2,316,7
746,1,2,7,4,0.73,1,113,1
287,1,1,2,25,1.69,3,169,3
191,6,1,6,4,0.28,1,170,3
287,14,1,1,4,0.28,2,90,0
650,3,2,2,3,0.23,1,0,1
287,1,3,3,1,0.09,1,178,1
401,1,1,5,3,0.21,3,358,3
3498,15,1,1,1,0.07,1,365,0
191,6,1,3,7,0.49,1,359,3
746,1,1,1,39,2.71,1,0,3
956,3,2,1,27,2.6,2,186,1
478,1,1,1,22,1.7,2,144,3
497,2,1,1,1,0.25,1,180,3
478,9,2,1,10,1.25,1,348,0
1109,3,2,1,43,2.92,6,31,1
1338,1,2,1,14,0.97,9,0,1
401,1,1,3,1,0.14,3,365,3
401,1,1,1,39,10.83,1,61,7
382,1,2,6,14,0.98,1,0,1
784,1,2,1,100,6.76,2,285,7
707,1,2,2,3,0.21,1,0,1
249,4,1,3,6,0.41,2,365,3
8048,1,2,1,20,1.35,4,0,1
268,4,1,1,18,1.24,1,83,3
1491,1,2,2,30,2.16,1,80,1
344,1,1,1,9,0.65,1,90,3
841,6,2,1,20,1.39,1,160,1
516,3,1,2,35,2.72,2,360,3
344,8,1,1,37,2.61,1,301,0
1223,3,2,3,3,0.21,2,159,1
1912,1,2,3,22,1.54,10,346,5
1491,1,2,1,65,4.47,7,149,7
803,1,2,1,79,6.73,2,253,7
898,4,1,1,26,1.81,2,289,3
2294,1,2,3,10,0.72,1,363,5
2103,1,2,4,15,1.15,1,0,1
994,9,2,2,25,1.76,2,175,0
593,3,1,1,14,1.01,1,30,3
497,9,1,1,19,2.03,3,359,0
344,4,1,1,7,0.51,1,174,3
1873,1,2,2,56,4.16,1,308,7
2294,1,2,2,12,0.86,4,365,5
2390,3,2,3,8,0.57,1,258,5
497,7,1,1,1,0.33,1,146,3
1357,1,2,1,124,8.44,29,349,7
1453,1,2,1,66,4.52,29,360,2
249,4,1,2,11,0.78,1,178,3
898,1,1,2,12,0.83,3,270,3
497,15,2,2,2,0.14,2,347,0
191,3,1,1,2,0.14,1,365,3
650,1,2,1,78,5.44,1,246,7
554,1,2,5,3,0.22,1,0,1
726,1,1,2,9,0.63,3,320,3
593,11,1,2,1,0.07,1,116,0
3250,1,2,1,35,2.38,13,68,1
497,6,2,1,1,0.08,2,364,5
497,2,2,2,36,2.48,18,363,2
344,3,1,1,22,1.51,3,173,3
191,3,3,1,6,0.67,3,358,5
401,1,1,1,1,0.08,5,364,3
1510,1,2,2,28,2.55,3,168,1
1051,4,2,3,9,0.68,1,130,1
784,1,2,2,1,0.15,1,93,1
401,1,1,1,9,0.63,2,12,3
937,1,2,2,52,3.97,3,138,1
898,1,2,2,33,2.35,2,154,1
937,1,2,2,26,1.83,3,0,1
459,2,2,7,2,0.29,2,0,1
306,6,1,1,2,0.24,2,266,3
478,1,1,1,2,0.16,1,365,3
1491,3,2,1,114,7.95,4,165,7
2007,3,2,1,92,6.43,4,1,7
4779,1,2,2,23,2.34,13,33,1
440,3,1,2,16,1.13,1,343,3
401,4,2,3,15,1.06,4,133,1
401,1,1,3,1,0.17,1,0,3
306,4,1,8,1,0.07,1,365,3
1759,1,2,1,25,2.02,1,0,1
401,2,1,2,2,0.18,1,178,3
803,1,2,7,1,0.11,1,93,1
401,4,1,2,18,1.26,1,361,3
440,8,2,4,7,0.52,1,75,1
1109,1,2,3,33,2.81,3,67,1
1204,1,2,1,39,2.68,1,164,1
2198,1,2,1,88,6.0,5,239,7
268,6,1,2,8,0.66,2,340,3
860,9,2,2,57,4.63,1,355,7
1529,3,2,2,42,2.94,1,99,1
497,1,1,1,1,0.07,1,88,3
287,1,1,1,8,1.79,1,177,3
593,1,1,2,74,5.16,2,66,7
306,14,1,1,11,0.8,1,365,0
459,1,1,1,15,5.7,1,71,3
401,2,1,1,2,0.15,2,111,3
344,4,1,3,1,0.13,1,0,3
765,1,2,1,9,0.74,32,315,2
191,4,1,1,1,0.14,1,0,3
382,8,1,1,1,0.07,1,327,0
287,5,1,1,15,1.06,1,356,3
1491,8,2,1,94,6.7,10,317,7
841,9,1,1,5,0.35,1,327,0
421,13,1,2,33,2.37,1,176,0
937,1,2,1,34,2.38,1,235,5
306,9,1,2,9,0.64,1,240,0
1147,1,2,1,63,4.36,7,174,7
1491,1,2,1,54,3.72,7,160,7
765,1,2,3,29,2.14,3,341,5
535,11,2,5,1,0.13,1,83,0
440,12,1,1,31,2.27,3,171,0
1893,1,2,3,34,3.06,2,130,1
1491,8,2,1,11,0.8,1,177,0
2198,1,2,1,24,1.65,44,342,2
344,6,1,1,3,0.24,1,0,3
937,1,2,2,66,5.14,1,321,7
1491,4,1,1,31,2.16,1,226,3
994,1,1,1,23,2.12,6,2,3
191,4,1,1,8,0.58,3,294,3
879,1,1,1,39,3.41,1,21,3
1606,1,2,3,35,2.46,11,130,1
1701,3,2,1,3,0.42,2,165,1
344,14,2,3,5,0.37,17,0,0
497,9,2,1,38,3.11,1,141,0
2485,1,2,2,40,2.91,2,298,5
1548,1,2,1,80,5.53,7,155,7
898,1,2,1,35,2.71,1,191,1
1644,1,1,1,3,0.38,16,321,3
229,6,1,1,7,0.53,2,363,3
746,4,1,2,2,0.14,1,365,3
2198,1,2,1,81,5.8,16,304,7
1204,4,2,2,36,2.74,1,169,1
765,1,2,2,56,3.93,1,126,1
650,2,1,1,25,1.72,7,344,3
287,14,1,1,9,0.7,3,179,0
497,2,1,1,35,2.46,7,286,3
1051,3,2,3,1,0.07,1,0,1
2294,3,2,4,18,1.56,2,53,1
860,1,2,1,48,3.45,5,357,5
7991,3,2,2,3,0.32,2,364,5
1701,1,2,2,26,1.88,2,180,1
688,1,2,1,54,3.8,5,314,5
1147,12,1,1,1,0.1,1,90,0
249,4,1,2,26,1.79,4,363,3
5525,3,2,4,2,0.16,5,75,1
401,8,1,1,62,4.38,2,359,0
2294,12,2,2,18,1.28,33,360,2
650,1,2,1,2,0.29,2,355,5
382,8,2,2,34,2.46,1,57,1
803,1,2,2,2,0.14,1,63,1
497,4,2,1,96,6.94,2,321,7
1893,2,1,2,9,0.7,6,0,3
1204,2,2,3,14,1.0,2,170,1
421,1,1,2,56,3.93,1,132,3
918,3,2,2,31,2.38,1,66,1
249,2,1,2,3,0.21,3,48,3
554,4,1,2,10,0.72,3,296,3
344,3,1,1,15,1.2,1,190,3
574,4,1,1,33,2.51,6,318,3
344,1,1,3,9,0.77,17,271,3
593,3,2,2,17,1.21,1,264,5
306,1,1,1,3,0.25,2,362,3
593,13,2,1,11,2.54,2,172,0
306,1,1,1,44,3.18,1,0,3
440,1,1,3,2,0.14,1,0,3
478,1,1,1,1,0.07,3,166,3
478,2,1,2,2,0.14,7,42,3
4798,3,1,3,17,1.36,3,59,3
478,1,1,2,14,0.98,1,111,3
306,3,1,2,1,0.07,1,363,3
669,2,1,2,1,0.07,7,64,3
765,2,1,2,6,0.46,7,57,3
765,2,1,2,7,0.53,7,64,3
765,2,1,2,2,0.14,7,64,3
1338,2,2,2,12,0.92,7,64,1
229,1,1,1,26,1.81,1,0,3
650,4,2,3,20,1.41,1,313,5
1682,1,2,2,1,0.17,32,315,2
191,2,1,1,1,0.14,1,89,3
554,4,2,14,9,0.63,1,304,5
765,13,1,2,1,0.11,1,364,0
918,1,2,1,6,0.43,1,47,1
459,1,1,2,66,4.77,3,339,7
1013,4,1,1,9,0.71,2,364,3
1701,2,1,2,10,0.76,6,56,3
1797,2,1,2,8,0.61,6,60,3
554,4,1,1,6,0.43,1,180,3
4607,3,1,3,12,0.96,3,58,3
344,1,3,1,10,0.75,1,365,5
1491,2,2,3,2,0.17,2,2,1
1300,12,2,1,20,1.44,2,365,0
191,1,1,1,9,0.65,6,294,3
344,1,3,2,2,0.24,2,34,1
2772,1,2,3,35,2.67,4,298,5
1109,1,2,2,98,6.97,2,150,7
459,1,1,2,11,0.83,5,342,3
1147,1,2,1,1,0.12,2,178,1
1491,1,2,2,46,3.26,3,240,5
3001,10,1,1,1,0.07,1,365,0
975,1,2,2,65,4.95,1,67,7
382,1,1,2,2,0.14,1,0,3
746,8,1,2,1,0.07,11,365,0
1204,2,2,7,11,0.82,1,294,5
401,3,1,2,1,0.07,1,365,3
1281,1,2,3,26,1.88,1,140,1
956,4,2,1,75,5.37,3,129,7
268,2,1,2,30,2.54,1,232,3
249,4,1,2,2,0.14,2,90,3
1032,1,2,2,42,3.04,2,263,5
1204,2,1,1,21,1.49,1,0,3
497,3,1,1,30,2.14,1,0,3
650,4,2,2,25,1.76,3,200,1
2198,3,2,1,7,0.51,33,322,2
937,1,2,2,2,0.21,2,0,1
1243,13,2,2,6,1.75,13,255,0
898,4,2,2,26,2.3,2,320,5
1587,13,2,2,9,0.65,13,294,0
841,11,2,2,2,0.14,1,0,0
1434,1,2,2,2,0.14,29,237,2
344,4,1,1,13,0.93,1,180,3
803,2,2,3,6,0.53,1,156,1
1319,3,2,2,22,1.7,2,146,1
707,1,2,2,76,5.39,5,62,7
898,4,2,1,70,5.21,3,118,7
574,4,1,1,21,1.47,1,365,3
497,4,1,1,10,0.85,3,296,3
1300,4,2,3,14,0.99,4,347,5
210,2,1,2,14,0.99,1,184,3
249,4,1,2,7,0.5,1,0,3
803,4,2,14,2,0.15,1,263,5
803,1,2,3,30,2.34,1,0,1
994,1,2,2,28,2.25,3,336,5
497,1,1,3,1,0.3,1,365,3
898,4,2,1,8,0.6,1,360,5
1051,1,2,2,32,2.33,2,145,1
1491,1,2,2,13,0.94,1,243,5
765,1,1,1,18,1.28,1,361,3
459,1,2,1,26,4.41,1,347,5
497,1,1,1,3,0.32,2,178,3
1396,1,2,2,62,4.49,4,246,7
1491,11,2,1,11,0.79,2,346,0
726,1,2,1,53,3.81,1,24,1
1396,3,2,1,17,1.24,2,83,1
2963,1,2,2,2,0.48,4,89,1
1147,1,2,2,24,2.68,1,156,1
841,3,1,1,1,0.3,1,88,3
784,12,2,7,2,0.15,3,83,0
401,6,2,1,42,3.1,1,142,1
1510,2,2,3,3,0.27,2,2,1
746,1,2,1,28,2.02,2,89,1
191,6,1,2,3,0.22,3,362,3
191,6,1,2,1,0.1,3,174,3
497,1,1,2,65,4.67,8,360,7
898,1,2,2,56,4.02,1,144,7
363,8,3,1,40,2.9,1,20,1
612,1,1,2,12,0.87,11,8,3
726,1,2,2,33,2.47,1,163,1
650,11,1,1,9,0.68,2,365,0
879,1,2,3,55,3.99,1,64,1
13114,1,1,3,1,0.08,1,364,5
650,5,2,3,11,0.8,1,145,1
325,1,1,3,1,0.07,1,0,3
1204,4,2,1,4,0.29,1,0,1
860,4,2,1,52,3.72,5,164,1
593,5,1,1,2,0.17,1,363,3
898,3,2,1,113,8.13,4,262,7
2485,3,2,1,15,1.07,44,361,2
363,3,1,2,10,0.79,1,86,3
746,5,2,1,2,0.18,1,90,1
191,1,1,2,41,3.04,1,129,3
497,1,1,1,98,6.92,2,337,7
325,4,1,2,1,0.26,4,305,3
497,1,1,2,50,3.55,8,360,3
994,4,2,1,36,2.64,1,266,5
669,1,1,3,3,0.38,2,7,3
459,1,2,2,30,3.98,2,133,1
2294,3,2,3,25,2.4,1,154,1
5009,1,2,1,14,1.15,5,205,5
478,1,2,175,1,0.08,2,180,1
1434,1,1,2,1,0.07,2,343,3
191,2,1,1,11,0.85,1,79,3
210,4,1,6,1,0.08,1,0,3
2485,4,2,3,4,0.29,1,364,5
726,1,2,1,65,5.45,1,145,7
497,4,2,1,20,1.88,1,5,1
191,6,1,1,17,1.26,4,360,3
803,1,2,2,18,1.31,1,20,1
707,3,1,1,29,2.09,1,0,3
344,7,1,2,1,0.07,1,180,3
3040,1,2,1,66,5.63,1,185,7
268,1,1,2,7,0.56,2,243,3
1204,11,2,3,27,2.05,2,13,0
1797,3,2,2,4,0.3,1,0,1
707,1,2,1,20,1.43,1,109,1
287,1,1,3,14,1.0,1,239,3
229,1,1,1,8,0.58,2,296,3
860,1,2,3,30,2.15,4,116,1
860,1,2,3,8,0.58,3,262,5
401,1,1,1,27,1.92,3,327,3
994,1,2,2,17,1.25,2,81,1
2868,13,2,3,7,0.58,1,270,0
593,3,1,3,10,0.74,2,71,3
382,1,1,1,1,0.07,1,0,3
688,8,2,5,10,0.72,1,126,0
593,2,1,3,1,0.1,1,180,3
784,4,2,1,32,2.47,1,245,5
1185,4,2,3,2,0.29,2,189,1
306,3,1,1,1,0.11,2,364,3
2294,1,1,1,19,1.42,23,359,2
401,1,1,2,6,0.44,1,0,3
382,4,2,2,15,1.11,2,310,5
650,11,1,1,6,0.43,2,179,0
401,2,1,1,7,0.52,1,178,3
1950,12,2,2,2,0.31,3,173,0
554,4,2,300,28,2.04,1,172,5
593,1,2,2,18,1.82,3,173,1
994,4,2,3,24,1.84,1,50,1
1491,1,2,3,29,2.17,2,91,1
1491,3,2,3,86,6.2,1,2,7
3919,1,2,3,16,1.45,13,324,5
1529,3,2,3,11,0.88,5,348,5
1262,3,2,2,9,0.67,7,346,5
803,1,2,2,19,1.47,1,0,1
1797,3,2,2,10,0.8,1,231,5
1071,1,2,1,56,4.04,4,0,1
1491,1,2,2,28,2.18,9,347,5
3766,11,2,1,1,0.28,3,365,0
2619,3,2,1,3,0.23,3,364,5
1625,1,2,1,14,1.67,29,319,2
1376,1,2,2,72,5.2,2,63,7
2275,1,2,2,13,0.95,1,305,5
803,1,2,2,30,2.92,2,13,1
344,6,1,2,9,0.76,2,328,3
1510,1,2,1,22,1.76,44,228,2
956,3,1,5,34,2.64,1,141,3
306,2,1,1,7,0.53,5,365,3
401,2,1,1,8,0.58,5,333,3
1300,4,1,1,6,0.71,6,345,3
1300,4,1,1,4,0.76,6,362,3
12866,6,2,2,4,0.51,2,323,5
306,4,1,2,5,0.36,1,364,3
306,6,2,2,21,1.6,2,338,5
746,2,2,1,27,2.02,1,259,5
650,3,1,1,47,3.42,1,353,3
650,4,2,2,7,0.53,1,0,1
841,1,2,3,50,3.85,1,253,5
956,3,2,5,4,0.31,4,364,5
